Faults,L_Number,ErrCode,M_Number,Date,Status,State,City,PartNo,TechnicianID,Qty
FALSE,a002,,0xa00022,2019-10-01T19:17:24,1,MD,Baltimore,100068,,5
FALSE,a002,,0xa00014,2019-10-01T19:58:03,1,IL,Chicago,100009,,6
FALSE,a002,,0xa00008,2019-10-01T02:50:03,1,MD,Baltimore,100080,,7
FALSE,a002,,0xa00011,2019-10-01T21:09:29,1,MD,Baltimore,100048,,3
FALSE,a002,,0xa00008,2019-10-01T02:43:28,1,MD,Baltimore,100071,,7
FALSE,a002,,0xa00028,2019-10-01T17:44:15,1,IL,Chicago,100054,,1
FALSE,a002,,0xa00009,2019-10-01T08:59:08,1,MD,Baltimore,100009,,2
FALSE,a002,,0xa00037,2019-10-01T20:09:47,0,NY,New York City,100056,,8
FALSE,a002,,0xa00027,2019-10-01T13:54:44,1,MD,Baltimore,100077,,6
FALSE,a002,,0xa00007,2019-10-01T22:58:48,1,MD,Baltimore,100032,,3
FALSE,a002,,0xa00022,2019-10-01T10:27:14,1,NY,New York City,100034,,9
FALSE,a002,,0xa00008,2019-10-01T11:30:42,1,MD,Baltimore,100071,,3
FALSE,a002,,0xa00018,2019-10-01T11:54:40,1,IL,Chicago,100023,,4
FALSE,a002,,0xa00003,2019-10-01T02:35:34,1,NY,New York City,100028,,8
FALSE,a002,,0xa00006,2019-10-01T23:58:14,1,MD,Baltimore,100007,,8
FALSE,a002,,0xa00017,2019-10-01T07:16:53,1,NY,New York City,100057,,3
FALSE,a002,,0xa00005,2019-10-01T01:32:59,1,NY,New York City,100035,,6
FALSE,a002,,0xa00007,2019-10-01T17:48:52,1,MD,Baltimore,100040,,7
TRUE,a002,,0xa00017,2019-10-01T22:08:46,1,MD,Baltimore,100100,,5
FALSE,a002,,0xa00024,2019-10-01T03:26:05,1,MD,Baltimore,100067,,4
FALSE,a002,,0xa00017,2019-10-01T05:37:56,1,IL,Chicago,100019,,2
FALSE,a002,,0xa00034,2019-10-01T05:35:06,1,NY,New York City,100054,,3
FALSE,a002,,0xa00025,2019-10-01T22:49:12,0,NY,New York City,100098,,7
FALSE,a002,,0xa00017,2019-10-01T10:24:51,1,NY,New York City,100041,,1
FALSE,a002,,0xa00027,2019-10-01T01:09:02,1,MD,Baltimore,100063,,5
FALSE,a002,,0xa00032,2019-10-01T08:18:59,1,NY,New York City,100048,,7
FALSE,a002,,0xa00033,2019-10-01T13:05:28,1,MD,Baltimore,100062,,9
FALSE,a002,,0xa00037,2019-10-01T02:07:08,1,NY,New York City,100083,,4
FALSE,a002,,0xa00007,2019-10-01T10:30:06,1,MD,Baltimore,100043,,9
FALSE,a002,,0xa00012,2019-10-01T09:38:05,1,NY,New York City,100046,,5
TRUE,a002,,0xa00012,2019-10-01T01:11:42,1,MD,Baltimore,100090,,8
FALSE,a002,,0xa00029,2019-10-01T07:19:28,1,NY,New York City,100025,,3
FALSE,a002,,0xa00039,2019-10-01T01:01:36,1,IL,Chicago,100037,,5
FALSE,a002,,0xa00030,2019-10-01T14:55:57,1,IL,Chicago,100041,,3
FALSE,a002,,0xa00021,2019-10-01T16:37:25,1,MD,Baltimore,100070,,8
FALSE,a002,,0xa00002,2019-10-01T05:51:31,1,MD,Baltimore,100004,,1
FALSE,a002,,0xa00003,2019-10-01T17:55:58,1,NY,New York City,100059,,7
FALSE,a002,,0xa00012,2019-10-01T08:57:50,1,MD,Baltimore,100087,,1
FALSE,a002,,0xa00008,2019-10-01T20:24:19,1,MD,Baltimore,100019,,4
FALSE,a002,,0xa00021,2019-10-01T23:12:29,1,NY,New York City,100015,,1
FALSE,a002,,0xa00038,2019-10-01T16:45:55,0,MD,Baltimore,100017,,7
FALSE,a002,,0xa00017,2019-10-01T16:20:34,1,MD,Baltimore,100096,,4
FALSE,a002,,0xa00001,2019-10-01T20:34:52,1,NY,New York City,100048,,5
FALSE,a002,,0xa00030,2019-10-01T11:16:54,1,IL,Chicago,100074,,7
FALSE,a002,,0xa00005,2019-10-01T08:46:14,1,NY,New York City,100015,,6
FALSE,a002,,0xa00033,2019-10-01T09:44:33,1,NY,New York City,100033,,6
FALSE,a002,,0xa00027,2019-10-01T22:21:58,0,NY,New York City,100033,,9
FALSE,a002,,0xa00028,2019-10-01T23:08:57,1,MD,Baltimore,100036,,2
FALSE,a002,,0xa00011,2019-10-01T17:30:43,1,MD,Baltimore,100013,,2
FALSE,a002,,0xa00036,2019-10-01T00:50:07,1,IL,Chicago,100046,,7
FALSE,a002,,0xa00023,2019-10-01T07:50:57,0,NY,New York City,100086,,6
FALSE,a002,,0xa00023,2019-10-01T02:18:22,1,IL,Chicago,100098,,7
FALSE,a002,,0xa00010,2019-10-01T01:11:14,1,IL,Chicago,100002,,1
FALSE,a002,,0xa00027,2019-10-01T21:14:37,1,IL,Chicago,100064,,9
TRUE,a002,,0xa00026,2019-10-01T03:14:33,1,MD,Baltimore,100026,,4
FALSE,a002,,0xa00038,2019-10-01T01:21:40,1,MD,Baltimore,100011,,2
FALSE,a002,,0xa00022,2019-10-01T12:09:11,1,IL,Chicago,100091,,9
FALSE,a002,,0xa00008,2019-10-01T01:20:16,1,IL,Chicago,100011,,4
FALSE,a002,,0xa00020,2019-10-01T20:31:01,1,NY,New York City,100005,,5
FALSE,a002,,0xa00004,2019-10-01T05:35:01,1,IL,Chicago,100084,,8
FALSE,a002,,0xa00013,2019-10-01T06:44:41,1,MD,Baltimore,100039,,6
FALSE,a002,,0xa00018,2019-10-01T08:29:52,1,MD,Baltimore,100041,,1
FALSE,a002,,0xa00012,2019-10-01T02:42:43,1,MD,Baltimore,100037,,8
FALSE,a002,,0xa00030,2019-10-01T14:53:49,1,IL,Chicago,100043,,8
FALSE,a002,,0xa00027,2019-10-01T16:25:59,1,NY,New York City,100069,,9
FALSE,a002,,0xa00006,2019-10-01T14:49:22,0,IL,Chicago,100042,,6
FALSE,a002,,0xa00033,2019-10-01T02:45:08,1,IL,Chicago,100042,,9
FALSE,a002,,0xa00012,2019-10-01T15:49:40,1,MD,Baltimore,100058,,9
FALSE,a002,,0xa00031,2019-10-01T22:42:42,1,NY,New York City,100059,,3
FALSE,a002,,0xa00026,2019-10-01T13:39:21,1,NY,New York City,100020,,3
FALSE,a002,,0xa00007,2019-10-01T03:30:18,1,MD,Baltimore,100037,,3
FALSE,a002,,0xa00038,2019-10-01T02:04:17,1,MD,Baltimore,100063,,5
FALSE,a002,,0xa00031,2019-10-01T00:51:57,1,MD,Baltimore,100046,,5
FALSE,a002,,0xa00036,2019-10-01T05:19:34,1,MD,Baltimore,100092,,6
TRUE,a002,,0xa00012,2019-10-01T18:55:44,0,NY,New York City,100077,,7
FALSE,a002,,0xa00034,2019-10-01T21:02:23,1,NY,New York City,100082,,9
FALSE,a002,,0xa00009,2019-10-01T12:48:00,1,MD,Baltimore,100089,,1
FALSE,a002,,0xa00014,2019-10-01T09:47:46,1,NY,New York City,100006,,8
FALSE,a002,,0xa00026,2019-10-01T09:31:31,1,MD,Baltimore,100052,,7
FALSE,a002,,0xa00035,2019-10-01T18:00:31,1,NY,New York City,100058,,7
FALSE,a002,,0xa00033,2019-10-01T06:51:49,0,IL,Chicago,100041,,4
FALSE,a002,,0xa00016,2019-10-01T14:31:23,1,IL,Chicago,100087,,9
FALSE,a002,,0xa00015,2019-10-01T22:15:21,1,NY,New York City,100027,,9
FALSE,a002,,0xa00017,2019-10-01T18:39:09,1,IL,Chicago,100013,,8
FALSE,a002,,0xa00024,2019-10-01T23:31:23,1,IL,Chicago,100002,,8
FALSE,a002,,0xa00032,2019-10-01T01:27:33,1,NY,New York City,100094,,6
FALSE,a002,,0xa00039,2019-10-01T00:41:00,1,MD,Baltimore,100055,,7
FALSE,a002,,0xa00039,2019-10-01T05:12:38,1,NY,New York City,100042,,1
FALSE,a002,,0xa00001,2019-10-01T12:50:59,1,IL,Chicago,100031,,9
FALSE,a002,,0xa00010,2019-10-01T02:59:37,0,NY,New York City,100052,,7
FALSE,a002,,0xa00015,2019-10-01T01:16:37,1,MD,Baltimore,100080,,5
FALSE,a002,,0xa00029,2019-10-01T05:13:57,0,MD,Baltimore,100041,,2
FALSE,a002,,0xa00004,2019-10-01T01:57:06,1,NY,New York City,100044,,1
FALSE,a002,,0xa00015,2019-10-01T16:19:32,1,MD,Baltimore,100079,,6
FALSE,a002,,0xa00013,2019-10-01T00:15:54,1,IL,Chicago,100089,,6
FALSE,a002,,0xa00003,2019-10-01T05:06:00,1,NY,New York City,100048,,3
FALSE,a002,,0xa00033,2019-10-01T17:12:07,1,MD,Baltimore,100048,,1
FALSE,a002,,0xa00039,2019-10-01T18:42:55,1,MD,Baltimore,100026,,9
FALSE,a002,,0xa00033,2019-10-01T04:10:04,1,NY,New York City,100087,,5
FALSE,a002,,0xa00036,2019-10-01T00:18:58,1,MD,Baltimore,100092,,9
FALSE,a002,,0xa00039,2019-10-01T08:22:30,1,IL,Chicago,100045,,8
FALSE,a002,,0xa00004,2019-10-01T05:29:35,1,MD,Baltimore,100059,,4
FALSE,a002,,0xa00031,2019-10-01T14:07:11,0,NY,New York City,100088,,5
FALSE,a002,,0xa00014,2019-10-01T12:48:21,1,IL,Chicago,100036,,9
FALSE,a002,,0xa00006,2019-10-01T10:49:24,1,IL,Chicago,100055,,5
FALSE,a002,,0xa00009,2019-10-01T22:25:09,1,MD,Baltimore,100004,,6
FALSE,a002,,0xa00005,2019-10-01T14:45:49,1,IL,Chicago,100068,,1
FALSE,a002,,0xa00027,2019-10-01T07:10:49,1,MD,Baltimore,100056,,3
FALSE,a002,,0xa00001,2019-10-01T02:38:23,1,MD,Baltimore,100050,,8
FALSE,a002,,0xa00023,2019-10-01T07:23:12,1,MD,Baltimore,100081,,7
FALSE,a002,,0xa00019,2019-10-01T19:41:23,1,MD,Baltimore,100026,,5
FALSE,a002,,0xa00005,2019-10-01T05:35:14,1,IL,Chicago,100007,,4
FALSE,a002,,0xa00017,2019-10-01T09:38:47,1,NY,New York City,100016,,5
FALSE,a002,,0xa00005,2019-10-01T22:07:08,1,NY,New York City,100096,,5
FALSE,a002,,0xa00024,2019-10-01T23:34:40,1,NY,New York City,100036,,9
FALSE,a002,,0xa00025,2019-10-01T23:14:49,1,IL,Chicago,100019,,7
FALSE,a002,,0xa00007,2019-10-01T01:57:30,1,MD,Baltimore,100097,,1
FALSE,a002,,0xa00009,2019-10-01T15:56:45,1,NY,New York City,100016,,4
FALSE,a002,,0xa00024,2019-10-01T01:09:58,1,MD,Baltimore,100027,,5
FALSE,a002,,0xa00027,2019-10-01T14:50:56,1,MD,Baltimore,100045,,3
FALSE,a002,,0xa00020,2019-10-01T11:14:40,1,MD,Baltimore,100012,,5
FALSE,a002,,0xa00023,2019-10-01T07:12:35,1,IL,Chicago,100017,,1
FALSE,a002,,0xa00007,2019-10-01T19:44:16,1,NY,New York City,100012,,8
FALSE,a002,,0xa00015,2019-10-01T07:34:18,1,MD,Baltimore,100068,,9
FALSE,a002,,0xa00037,2019-10-01T22:21:19,1,MD,Baltimore,100028,,4
FALSE,a002,,0xa00021,2019-10-01T06:48:59,1,MD,Baltimore,100090,,1
FALSE,a002,,0xa00008,2019-10-01T09:17:48,1,NY,New York City,100045,,4
FALSE,a002,,0xa00001,2019-10-01T20:26:44,0,IL,Chicago,100008,,6
FALSE,a002,,0xa00009,2019-10-01T18:47:20,1,MD,Baltimore,100076,,8
FALSE,a002,,0xa00037,2019-10-01T23:50:06,1,MD,Baltimore,100036,,4
FALSE,a002,,0xa00008,2019-10-01T02:26:28,0,NY,New York City,100070,,8
FALSE,a002,,0xa00038,2019-10-01T07:28:25,1,NY,New York City,100042,,9
FALSE,a002,,0xa00029,2019-10-01T20:55:37,1,MD,Baltimore,100036,,9
FALSE,a002,,0xa00001,2019-10-01T12:31:46,0,MD,Baltimore,100088,,1
TRUE,a002,,0xa00022,2019-10-01T17:40:53,1,NY,New York City,100015,,8
TRUE,a002,,0xa00007,2019-10-01T21:52:33,1,IL,Chicago,100097,,9
FALSE,a002,,0xa00026,2019-10-01T11:07:51,1,NY,New York City,100089,,5
FALSE,a002,,0xa00029,2019-10-01T01:16:48,1,IL,Chicago,100053,,1
FALSE,a002,,0xa00020,2019-10-01T18:12:58,1,NY,New York City,100058,,2
FALSE,a002,,0xa00022,2019-10-01T01:32:09,1,MD,Baltimore,100012,,1
FALSE,a002,,0xa00022,2019-10-01T12:25:59,1,MD,Baltimore,100044,,4
FALSE,a002,,0xa00033,2019-10-01T06:25:42,1,MD,Baltimore,100039,,5
FALSE,a002,,0xa00019,2019-10-01T06:27:09,1,NY,New York City,100062,,1
FALSE,a002,,0xa00012,2019-10-01T02:11:58,0,NY,New York City,100097,,9
FALSE,a002,,0xa00008,2019-10-01T02:21:05,1,NY,New York City,100054,,4
TRUE,a002,,0xa00038,2019-10-01T08:11:46,0,IL,Chicago,100075,,4
FALSE,a002,,0xa00015,2019-10-01T17:30:21,1,NY,New York City,100048,,6
FALSE,a002,,0xa00009,2019-10-01T04:54:27,1,MD,Baltimore,100048,,4
FALSE,a002,,0xa00035,2019-10-01T07:43:25,0,MD,Baltimore,100057,,1
FALSE,a002,,0xa00025,2019-10-01T00:28:31,1,NY,New York City,100074,,4
FALSE,a002,,0xa00021,2019-10-01T22:56:51,1,NY,New York City,100038,,7
FALSE,a002,,0xa00033,2019-10-01T13:33:15,1,MD,Baltimore,100017,,5
FALSE,a002,,0xa00025,2019-10-01T22:57:41,1,NY,New York City,100099,,2
FALSE,a002,,0xa00037,2019-10-01T07:01:35,1,MD,Baltimore,100085,,8
FALSE,a002,,0xa00012,2019-10-01T21:08:37,1,IL,Chicago,100038,,3
FALSE,a002,,0xa00032,2019-10-01T03:33:44,1,NY,New York City,100065,,7
FALSE,a002,,0xa00022,2019-10-01T21:39:14,1,MD,Baltimore,100098,,7
TRUE,a002,,0xa00012,2019-10-01T06:13:53,1,IL,Chicago,100001,,8
FALSE,a002,,0xa00009,2019-10-01T01:06:39,1,NY,New York City,100070,,2
FALSE,a002,,0xa00012,2019-10-01T08:45:01,1,NY,New York City,100093,,6
FALSE,a002,,0xa00014,2019-10-01T05:48:20,1,MD,Baltimore,100060,,3
FALSE,a002,,0xa00035,2019-10-01T16:02:33,1,MD,Baltimore,100013,,5
FALSE,a002,,0xa00038,2019-10-01T17:58:56,1,NY,New York City,100009,,5
FALSE,a002,,0xa00032,2019-10-01T16:22:21,1,NY,New York City,100030,,2
FALSE,a002,,0xa00031,2019-10-01T16:53:35,1,MD,Baltimore,100083,,4
FALSE,a002,,0xa00016,2019-10-01T07:43:08,1,NY,New York City,100036,,9
FALSE,a002,,0xa00011,2019-10-01T19:15:56,1,NY,New York City,100058,,1
FALSE,a002,,0xa00022,2019-10-01T11:33:20,1,MD,Baltimore,100018,,6
TRUE,a002,,0xa00007,2019-10-01T21:05:49,1,IL,Chicago,100096,,8
FALSE,a002,,0xa00020,2019-10-01T13:22:26,1,MD,Baltimore,100065,,8
FALSE,a002,,0xa00017,2019-10-01T08:35:37,1,MD,Baltimore,100068,,2
FALSE,a002,,0xa00004,2019-10-01T14:48:10,1,NY,New York City,100078,,1
FALSE,a002,,0xa00024,2019-10-01T10:20:18,1,MD,Baltimore,100005,,3
FALSE,a002,,0xa00002,2019-10-01T16:38:14,1,MD,Baltimore,100076,,3
FALSE,a002,,0xa00019,2019-10-01T17:11:09,1,NY,New York City,100098,,7
FALSE,a002,,0xa00032,2019-10-01T13:08:38,1,IL,Chicago,100090,,4
FALSE,a002,,0xa00017,2019-10-01T20:02:26,1,IL,Chicago,100037,,7
FALSE,a002,,0xa00001,2019-10-01T21:06:37,0,NY,New York City,100084,,2
TRUE,a002,,0xa00023,2019-10-01T17:15:29,1,MD,Baltimore,100016,,7
FALSE,a002,,0xa00024,2019-10-01T21:13:01,1,IL,Chicago,100091,,6
FALSE,a002,,0xa00014,2019-10-01T22:20:33,1,NY,New York City,100007,,9
FALSE,a002,,0xa00028,2019-10-01T21:19:25,1,NY,New York City,100033,,7
FALSE,a002,,0xa00029,2019-10-01T05:25:54,1,NY,New York City,100100,,5
FALSE,a002,,0xa00006,2019-10-01T14:59:20,0,NY,New York City,100022,,9
FALSE,a002,,0xa00004,2019-10-01T02:14:09,1,MD,Baltimore,100072,,7
FALSE,a002,,0xa00006,2019-10-01T13:23:11,1,NY,New York City,100006,,3
FALSE,a002,,0xa00012,2019-10-01T18:30:34,1,MD,Baltimore,100057,,3
FALSE,a002,,0xa00014,2019-10-01T03:45:52,1,MD,Baltimore,100053,,5
FALSE,a002,,0xa00015,2019-10-01T02:23:52,1,MD,Baltimore,100069,,5
FALSE,a002,,0xa00008,2019-10-01T17:04:29,1,NY,New York City,100044,,8
FALSE,a002,,0xa00007,2019-10-01T21:54:35,1,NY,New York City,100003,,5
TRUE,a002,,0xa00010,2019-10-01T04:14:05,1,MD,Baltimore,100086,,5
FALSE,a002,,0xa00027,2019-10-01T11:21:36,1,NY,New York City,100003,,2
FALSE,a002,,0xa00017,2019-10-01T21:05:37,1,MD,Baltimore,100018,,3
FALSE,a002,,0xa00012,2019-10-01T09:00:42,1,MD,Baltimore,100063,,1
FALSE,a002,,0xa00019,2019-10-01T08:05:05,1,NY,New York City,100061,,9
FALSE,a002,,0xa00004,2019-10-01T12:55:31,1,MD,Baltimore,100095,,7
FALSE,a002,,0xa00014,2019-10-01T16:53:09,1,NY,New York City,100010,,2
FALSE,a002,,0xa00034,2019-10-01T21:42:03,1,MD,Baltimore,100064,,2
FALSE,a002,,0xa00001,2019-10-01T05:12:07,1,MD,Baltimore,100017,,9
FALSE,a002,,0xa00035,2019-10-01T11:27:45,1,NY,New York City,100082,,5
FALSE,a002,,0xa00029,2019-10-01T11:43:26,1,NY,New York City,100047,,6
FALSE,a002,,0xa00009,2019-10-01T18:32:11,1,MD,Baltimore,100016,,5
FALSE,a002,,0xa00005,2019-10-01T15:30:55,1,NY,New York City,100088,,5
FALSE,a002,,0xa00019,2019-10-01T14:23:44,1,IL,Chicago,100015,,6
FALSE,a002,,0xa00011,2019-10-01T06:33:34,1,NY,New York City,100086,,8
FALSE,a002,,0xa00028,2019-10-01T17:42:47,1,MD,Baltimore,100066,,2
TRUE,a002,,0xa00011,2019-10-01T13:10:50,1,NY,New York City,100001,,4
FALSE,a002,,0xa00003,2019-10-01T18:25:00,1,NY,New York City,100073,,8
FALSE,a002,,0xa00020,2019-10-01T11:31:19,1,MD,Baltimore,100003,,7
FALSE,a002,,0xa00005,2019-10-01T15:12:28,1,MD,Baltimore,100007,,3
FALSE,a002,,0xa00013,2019-10-01T18:43:54,1,NY,New York City,100012,,4
FALSE,a002,,0xa00036,2019-10-01T15:45:00,1,NY,New York City,100040,,7
FALSE,a002,,0xa00030,2019-10-01T23:21:24,1,IL,Chicago,100017,,5
FALSE,a002,,0xa00022,2019-10-01T17:16:13,1,MD,Baltimore,100061,,7
FALSE,a002,,0xa00019,2019-10-01T17:47:16,1,NY,New York City,100094,,9
FALSE,a002,,0xa00038,2019-10-01T06:14:18,1,NY,New York City,100047,,5
FALSE,a002,,0xa00011,2019-10-01T08:24:07,1,NY,New York City,100033,,6
FALSE,a002,,0xa00002,2019-10-01T21:33:57,1,MD,Baltimore,100023,,5
FALSE,a002,,0xa00029,2019-10-01T07:17:20,1,IL,Chicago,100096,,4
FALSE,a002,,0xa00009,2019-10-01T06:03:16,1,IL,Chicago,100075,,9
FALSE,a002,,0xa00031,2019-10-01T08:41:12,1,NY,New York City,100075,,6
FALSE,a002,,0xa00035,2019-10-01T10:19:22,1,NY,New York City,100049,,5
TRUE,a002,,0xa00014,2019-10-01T08:53:18,1,NY,New York City,100087,,6
FALSE,a002,,0xa00036,2019-10-01T02:25:38,1,MD,Baltimore,100005,,7
FALSE,a002,,0xa00020,2019-10-01T09:43:57,1,IL,Chicago,100100,,8
FALSE,a002,,0xa00020,2019-10-01T20:10:57,1,MD,Baltimore,100074,,5
FALSE,a002,,0xa00034,2019-10-01T10:32:54,1,NY,New York City,100009,,6
FALSE,a002,,0xa00012,2019-10-01T15:44:16,1,IL,Chicago,100039,,2
FALSE,a002,,0xa00015,2019-10-01T17:41:15,1,NY,New York City,100067,,3
FALSE,a002,,0xa00015,2019-10-01T08:06:36,1,MD,Baltimore,100042,,4
FALSE,a002,,0xa00007,2019-10-01T08:07:31,1,MD,Baltimore,100068,,9
FALSE,a002,,0xa00034,2019-10-01T09:14:43,1,NY,New York City,100100,,2
FALSE,a002,,0xa00009,2019-10-01T22:25:23,1,IL,Chicago,100028,,7
FALSE,a002,,0xa00015,2019-10-01T11:39:21,1,MD,Baltimore,100008,,9
FALSE,a002,,0xa00012,2019-10-01T12:14:16,1,MD,Baltimore,100037,,7
FALSE,a002,,0xa00034,2019-10-01T02:41:51,1,MD,Baltimore,100083,,3
TRUE,a002,,0xa00011,2019-10-01T10:51:48,1,NY,New York City,100052,,8
FALSE,a002,,0xa00005,2019-10-01T03:50:54,1,MD,Baltimore,100066,,6
