PRODUCTIONLINE,,TIME,,SKU,,ASSET,,ERROR_CODE,,FAULTS,,YIELD,,LOCATION1,,LOCATION2
a001,,2019-10-01T16:01:14,,100045,,0xa00027,,1,,FALSE,,5,,New York City,,NY
a001,,2019-10-01T07:33:44,,100072,,0xa00022,,1,,FALSE,,6,,Baltimore,,MD
a001,,2019-10-01T15:59:16,,100070,,0xa00039,,0,,FALSE,,2,,New York City,,NY
a001,,2019-10-01T12:39:09,,100038,,0xa00034,,0,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T08:41:49,,100069,,0xa00019,,1,,FALSE,,7,,Baltimore,,MD
a001,,2019-10-01T19:08:18,,100080,,0xa00009,,1,,FALSE,,3,,Chicago,,IL
a001,,2019-10-01T09:05:43,,100067,,0xa00032,,1,,FALSE,,6,,Baltimore,,MD
a001,,2019-10-01T20:52:46,,100063,,0xa00024,,1,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T09:25:28,,100014,,0xa00003,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T23:52:21,,100011,,0xa00007,,1,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T14:01:35,,100037,,0xa00027,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T17:46:16,,100058,,0xa00022,,1,,FALSE,,4,,Chicago,,IL
a001,,2019-10-01T05:11:16,,100025,,0xa00022,,1,,FALSE,,6,,New York City,,NY
a001,,2019-10-01T03:19:34,,100045,,0xa00039,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T15:33:22,,100031,,0xa00010,,1,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T16:00:47,,100085,,0xa00036,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T22:46:46,,100067,,0xa00018,,1,,FALSE,,5,,Chicago,,IL
a001,,2019-10-01T09:03:28,,100002,,0xa00006,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T12:59:07,,100036,,0xa00007,,1,,FALSE,,5,,Chicago,,IL
a001,,2019-10-01T07:20:29,,100038,,0xa00027,,1,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T19:26:06,,100028,,0xa00037,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T15:30:37,,100045,,0xa00036,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T22:54:59,,100019,,0xa00035,,0,,TRUE,,1,,New York City,,NY
a001,,2019-10-01T17:31:23,,100052,,0xa00008,,1,,FALSE,,7,,Chicago,,IL
a001,,2019-10-01T06:43:21,,100002,,0xa00013,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T18:26:26,,100069,,0xa00009,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T12:15:39,,100060,,0xa00017,,1,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T19:54:04,,100032,,0xa00011,,1,,TRUE,,6,,Chicago,,IL
a001,,2019-10-01T17:09:38,,100036,,0xa00036,,1,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T05:44:59,,100018,,0xa00032,,1,,FALSE,,7,,Baltimore,,MD
a001,,2019-10-01T11:15:11,,100057,,0xa00007,,1,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T00:33:35,,100053,,0xa00028,,1,,FALSE,,4,,Baltimore,,MD
a001,,2019-10-01T23:26:23,,100005,,0xa00020,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T03:05:42,,100004,,0xa00027,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T00:35:58,,100078,,0xa00019,,1,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T09:54:05,,100080,,0xa00027,,1,,TRUE,,6,,Baltimore,,MD
a001,,2019-10-01T22:55:59,,100028,,0xa00003,,1,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T19:57:41,,100058,,0xa00001,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T09:23:16,,100032,,0xa00022,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T15:51:41,,100076,,0xa00028,,1,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T15:14:15,,100024,,0xa00003,,1,,FALSE,,4,,Baltimore,,MD
a001,,2019-10-01T08:29:23,,100089,,0xa00035,,1,,FALSE,,4,,Chicago,,IL
a001,,2019-10-01T01:05:10,,100081,,0xa00037,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T21:10:51,,100002,,0xa00007,,1,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T03:49:38,,100028,,0xa00005,,0,,TRUE,,9,,Baltimore,,MD
a001,,2019-10-01T06:57:12,,100013,,0xa00030,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T02:40:07,,100080,,0xa00008,,1,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T21:59:12,,100093,,0xa00025,,1,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T10:37:49,,100060,,0xa00022,,1,,FALSE,,4,,Chicago,,IL
a001,,2019-10-01T15:13:33,,100083,,0xa00002,,1,,FALSE,,1,,Chicago,,IL
a001,,2019-10-01T21:00:09,,100014,,0xa00021,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T04:08:21,,100046,,0xa00028,,1,,FALSE,,4,,Baltimore,,MD
a001,,2019-10-01T05:46:55,,100026,,0xa00038,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T03:31:55,,100065,,0xa00019,,1,,TRUE,,9,,Baltimore,,MD
a001,,2019-10-01T20:38:27,,100057,,0xa00011,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T08:57:07,,100082,,0xa00037,,1,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T08:44:51,,100007,,0xa00027,,1,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T12:48:34,,100032,,0xa00029,,1,,FALSE,,6,,New York City,,NY
a001,,2019-10-01T17:02:26,,100088,,0xa00027,,1,,FALSE,,9,,Baltimore,,MD
a001,,2019-10-01T10:03:37,,100099,,0xa00018,,1,,TRUE,,8,,Baltimore,,MD
a001,,2019-10-01T18:49:23,,100076,,0xa00018,,1,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T06:49:49,,100049,,0xa00002,,1,,FALSE,,3,,Chicago,,IL
a001,,2019-10-01T11:33:45,,100016,,0xa00025,,1,,FALSE,,3,,Chicago,,IL
a001,,2019-10-01T17:07:22,,100083,,0xa00029,,1,,FALSE,,6,,Baltimore,,MD
a001,,2019-10-01T15:13:50,,100082,,0xa00003,,1,,FALSE,,9,,Chicago,,IL
a001,,2019-10-01T09:26:00,,100053,,0xa00006,,1,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T23:45:01,,100085,,0xa00031,,1,,FALSE,,1,,Chicago,,IL
a001,,2019-10-01T11:01:24,,100085,,0xa00012,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T13:11:26,,100011,,0xa00033,,1,,FALSE,,5,,New York City,,NY
a001,,2019-10-01T05:00:43,,100079,,0xa00005,,1,,FALSE,,7,,Chicago,,IL
a001,,2019-10-01T05:57:10,,100091,,0xa00039,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T23:49:53,,100093,,0xa00011,,1,,TRUE,,7,,Baltimore,,MD
a001,,2019-10-01T20:13:11,,100087,,0xa00012,,1,,FALSE,,4,,Baltimore,,MD
a001,,2019-10-01T17:04:06,,100087,,0xa00004,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T09:15:15,,100094,,0xa00023,,1,,FALSE,,9,,Baltimore,,MD
a001,,2019-10-01T08:55:09,,100030,,0xa00021,,1,,FALSE,,7,,Baltimore,,MD
a001,,2019-10-01T01:53:23,,100075,,0xa00025,,1,,TRUE,,2,,New York City,,NY
a001,,2019-10-01T22:09:01,,100082,,0xa00011,,1,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T04:46:37,,100014,,0xa00025,,1,,TRUE,,7,,Baltimore,,MD
a001,,2019-10-01T21:08:53,,100067,,0xa00013,,1,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T01:48:11,,100015,,0xa00019,,1,,FALSE,,8,,Baltimore,,MD
a001,,2019-10-01T09:28:53,,100081,,0xa00033,,1,,FALSE,,7,,Chicago,,IL
a001,,2019-10-01T18:50:36,,100027,,0xa00036,,1,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T06:42:26,,100095,,0xa00033,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T11:18:26,,100018,,0xa00012,,1,,FALSE,,4,,Chicago,,IL
a001,,2019-10-01T10:30:51,,100043,,0xa00002,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T15:44:51,,100079,,0xa00030,,1,,FALSE,,8,,Chicago,,IL
a001,,2019-10-01T12:25:06,,100033,,0xa00013,,1,,FALSE,,8,,Chicago,,IL
a001,,2019-10-01T10:22:41,,100098,,0xa00016,,1,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T12:03:49,,100058,,0xa00006,,1,,FALSE,,7,,Baltimore,,MD
a001,,2019-10-01T00:07:28,,100083,,0xa00009,,1,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T13:00:35,,100001,,0xa00019,,0,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T03:32:13,,100076,,0xa00007,,1,,FALSE,,8,,Chicago,,IL
a001,,2019-10-01T09:39:56,,100039,,0xa00026,,1,,TRUE,,8,,New York City,,NY
a001,,2019-10-01T00:16:53,,100034,,0xa00016,,1,,FALSE,,5,,New York City,,NY
a001,,2019-10-01T04:31:30,,100050,,0xa00013,,1,,FALSE,,5,,New York City,,NY
a001,,2019-10-01T21:48:36,,100064,,0xa00001,,0,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T19:12:24,,100027,,0xa00026,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T02:12:18,,100056,,0xa00014,,0,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T21:46:56,,100077,,0xa00032,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T23:58:46,,100098,,0xa00028,,1,,FALSE,,4,,Chicago,,IL
a001,,2019-10-01T11:00:16,,100016,,0xa00015,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T18:34:25,,100021,,0xa00020,,1,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T06:47:49,,100055,,0xa00034,,1,,FALSE,,6,,Baltimore,,MD
a001,,2019-10-01T23:19:13,,100069,,0xa00021,,1,,FALSE,,6,,Baltimore,,MD
a001,,2019-10-01T18:44:38,,100049,,0xa00031,,0,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T11:37:25,,100009,,0xa00020,,1,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T09:01:14,,100043,,0xa00034,,1,,FALSE,,1,,Chicago,,IL
a001,,2019-10-01T08:39:00,,100059,,0xa00005,,1,,FALSE,,9,,Baltimore,,MD
a001,,2019-10-01T08:20:55,,100011,,0xa00035,,1,,FALSE,,2,,Chicago,,IL
a001,,2019-10-01T17:01:35,,100019,,0xa00015,,1,,FALSE,,9,,Baltimore,,MD
a001,,2019-10-01T01:02:20,,100084,,0xa00019,,1,,FALSE,,9,,Baltimore,,MD
a001,,2019-10-01T18:58:27,,100080,,0xa00033,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T19:25:49,,100068,,0xa00035,,0,,FALSE,,9,,Baltimore,,MD
a001,,2019-10-01T18:40:37,,100007,,0xa00031,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T01:32:05,,100100,,0xa00001,,1,,FALSE,,3,,Chicago,,IL
a001,,2019-10-01T20:45:55,,100074,,0xa00011,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T20:54:43,,100018,,0xa00007,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T09:58:32,,100059,,0xa00018,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T22:07:55,,100083,,0xa00021,,1,,FALSE,,6,,New York City,,NY
a001,,2019-10-01T03:33:00,,100089,,0xa00033,,1,,FALSE,,3,,Chicago,,IL
a001,,2019-10-01T00:14:24,,100055,,0xa00021,,1,,FALSE,,2,,New York City,,NY
a001,,2019-10-01T10:06:04,,100048,,0xa00031,,1,,FALSE,,4,,Chicago,,IL
a001,,2019-10-01T12:09:17,,100041,,0xa00020,,1,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T03:39:02,,100058,,0xa00032,,1,,FALSE,,6,,New York City,,NY
a001,,2019-10-01T13:23:47,,100028,,0xa00007,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T14:04:15,,100083,,0xa00033,,0,,FALSE,,4,,Chicago,,IL
a001,,2019-10-01T10:39:34,,100072,,0xa00021,,1,,FALSE,,7,,Baltimore,,MD
a001,,2019-10-01T14:49:50,,100019,,0xa00002,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T13:12:57,,100025,,0xa00004,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T09:35:36,,100002,,0xa00028,,0,,FALSE,,7,,Baltimore,,MD
a001,,2019-10-01T08:04:08,,100035,,0xa00036,,1,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T10:28:47,,100081,,0xa00006,,1,,FALSE,,2,,New York City,,NY
a001,,2019-10-01T17:01:16,,100059,,0xa00021,,1,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T21:44:21,,100018,,0xa00005,,1,,FALSE,,2,,New York City,,NY
a001,,2019-10-01T07:43:38,,100038,,0xa00019,,0,,FALSE,,5,,New York City,,NY
a001,,2019-10-01T12:16:47,,100061,,0xa00018,,1,,FALSE,,8,,Baltimore,,MD
a001,,2019-10-01T22:41:39,,100088,,0xa00013,,1,,FALSE,,9,,Baltimore,,MD
a001,,2019-10-01T23:20:23,,100042,,0xa00037,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T23:18:02,,100015,,0xa00014,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T22:04:38,,100027,,0xa00023,,1,,FALSE,,6,,Baltimore,,MD
a001,,2019-10-01T22:04:53,,100024,,0xa00014,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T01:48:14,,100063,,0xa00009,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T02:50:21,,100095,,0xa00002,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T22:01:43,,100068,,0xa00007,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T19:32:05,,100070,,0xa00028,,1,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T02:44:18,,100022,,0xa00013,,1,,FALSE,,4,,Baltimore,,MD
a001,,2019-10-01T03:14:42,,100009,,0xa00026,,1,,FALSE,,6,,New York City,,NY
a001,,2019-10-01T21:41:18,,100047,,0xa00033,,1,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T09:35:34,,100042,,0xa00018,,1,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T06:34:02,,100073,,0xa00002,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T14:20:31,,100046,,0xa00032,,1,,FALSE,,6,,New York City,,NY
a001,,2019-10-01T16:22:17,,100017,,0xa00009,,1,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T11:57:15,,100028,,0xa00011,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T19:22:25,,100040,,0xa00011,,1,,FALSE,,8,,Chicago,,IL
a001,,2019-10-01T13:40:37,,100075,,0xa00010,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T06:13:07,,100005,,0xa00026,,1,,FALSE,,7,,Chicago,,IL
a001,,2019-10-01T02:37:19,,100003,,0xa00036,,1,,FALSE,,4,,Chicago,,IL
a001,,2019-10-01T18:10:56,,100030,,0xa00008,,1,,FALSE,,6,,Baltimore,,MD
a001,,2019-10-01T12:49:18,,100021,,0xa00028,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T06:54:53,,100028,,0xa00026,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T17:54:39,,100035,,0xa00003,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T20:59:55,,100064,,0xa00028,,1,,FALSE,,9,,Chicago,,IL
a001,,2019-10-01T04:44:25,,100080,,0xa00016,,1,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T05:57:03,,100063,,0xa00020,,1,,FALSE,,4,,Baltimore,,MD
a001,,2019-10-01T06:33:21,,100078,,0xa00003,,0,,TRUE,,6,,New York City,,NY
a001,,2019-10-01T01:57:00,,100020,,0xa00028,,1,,FALSE,,6,,Baltimore,,MD
