SENSORUUID,PRODUCTION_NODE,PRODUCT,MEASURE
0xa00012tm_,0xa00012,2019-10-01T02:03:05,81.93218529
0xa00003tm_,0xa00003,2019-10-01T10:42:04,81.58723471
0xa00027tm_,0xa00027,2019-10-01T04:26:32,82.57648595
0xa00002tm_,0xa00002,2019-10-01T17:41:39,78.44159481
0xa00003tm_,0xa00003,2019-10-01T03:36:25,77.80160294
0xa00003tm_,0xa00003,2019-10-01T09:29:00,81.10931403
0xa00007tm_,0xa00007,2019-10-01T04:45:53,78.21456417
0xa00008tm_,0xa00008,2019-10-01T19:19:51,80.88095903
0xa00011tm_,0xa00011,2019-10-01T15:28:21,79.93243167
0xa00016tm_,0xa00016,2019-10-01T08:38:03,81.89146172
0xa00013tm_,0xa00013,2019-10-01T15:40:41,81.66240531
0xa00032tm_,0xa00032,2019-10-01T18:57:08,82.51809549
0xa00032tm_,0xa00032,2019-10-01T09:34:14,83.80080148
0xa00001tm_,0xa00001,2019-10-01T20:53:26,77.53803738
0xa00008tm_,0xa00008,2019-10-01T20:50:20,79.5749996
0xa00038tm_,0xa00038,2019-10-01T20:03:00,83.82597713
0xa00028tm_,0xa00028,2019-10-01T19:19:00,83.75429695
0xa00038tm_,0xa00038,2019-10-01T15:10:40,85.04535949
0xa00015tm_,0xa00015,2019-10-01T10:51:54,81.98044758
0xa00032tm_,0xa00032,2019-10-01T22:27:00,82.9421969
0xa00030tm_,0xa00030,2019-10-01T22:18:52,83.67968997
0xa00029tm_,0xa00029,2019-10-01T21:39:38,83.38335842
0xa00033tm_,0xa00033,2019-10-01T12:05:51,84.59087986
0xa00024tm_,0xa00024,2019-10-01T05:42:49,82.38935054
0xa00021tm_,0xa00021,2019-10-01T02:18:12,82
0xa00031tm_,0xa00031,2019-10-01T13:26:15,83.8827502
0xa00003tm_,0xa00003,2019-10-01T20:26:28,79.38916978
0xa00004tm_,0xa00004,2019-10-01T17:06:00,79.58689721
0xa00033tm_,0xa00033,2019-10-01T02:16:34,83.89269993
0xa00005tm_,0xa00005,2019-10-01T02:14:43,80.34594633
0xa00031tm_,0xa00031,2019-10-01T11:47:21,82.9452656
0xa00023tm_,0xa00023,2019-10-01T03:41:41,82
0xa00009tm_,0xa00009,2019-10-01T23:34:19,80.74942301
0xa00016tm_,0xa00016,2019-10-01T14:35:48,81.00827953
0xa00020tm_,0xa00020,2019-10-01T11:06:49,82
0xa00004tm_,0xa00004,2019-10-01T21:51:14,78.23218785
0xa00004tm_,0xa00004,2019-10-01T04:22:05,80.82830254
0xa00027tm_,0xa00027,2019-10-01T08:10:09,82.28293504
0xa00024tm_,0xa00024,2019-10-01T18:58:46,82.6609177
0xa00025tm_,0xa00025,2019-10-01T11:10:29,82.09635122
0xa00006tm_,0xa00006,2019-10-01T04:03:20,81.21556828
0xa00031tm_,0xa00031,2019-10-01T15:46:35,83.49101021
0xa00021tm_,0xa00021,2019-10-01T13:53:56,82
0xa00007tm_,0xa00007,2019-10-01T11:46:14,79.24253785
0xa00025tm_,0xa00025,2019-10-01T07:13:39,82.3009245
0xa00030tm_,0xa00030,2019-10-01T00:03:26,82.00313208
0xa00022tm_,0xa00022,2019-10-01T21:43:26,82
0xa00012tm_,0xa00012,2019-10-01T06:20:39,81.16883051
0xa00004tm_,0xa00004,2019-10-01T13:05:27,80.19090658
0xa00024tm_,0xa00024,2019-10-01T10:25:28,82.78317622
0xa00010tm_,0xa00010,2019-10-01T03:52:07,79.70022476
0xa00013tm_,0xa00013,2019-10-01T21:51:38,80.75128732
0xa00026tm_,0xa00026,2019-10-01T21:24:42,82.0682894
0xa00028tm_,0xa00028,2019-10-01T10:03:02,83.72258387
0xa00016tm_,0xa00016,2019-10-01T05:52:03,81.95353451
0xa00002tm_,0xa00002,2019-10-01T15:20:52,79.21947082
0xa00008tm_,0xa00008,2019-10-01T23:04:12,80.24631635
0xa00030tm_,0xa00030,2019-10-01T11:29:07,83.17995793
0xa00010tm_,0xa00010,2019-10-01T00:28:59,80.16211613
0xa00033tm_,0xa00033,2019-10-01T14:40:44,83.21456209
0xa00003tm_,0xa00003,2019-10-01T21:50:55,80.92795872
0xa00031tm_,0xa00031,2019-10-01T05:09:09,83.4753708
0xa00039tm_,0xa00039,2019-10-01T15:14:31,82.63342528
0xa00032tm_,0xa00032,2019-10-01T00:04:37,83.60662053
0xa00032tm_,0xa00032,2019-10-01T05:18:57,83.7962173
0xa00028tm_,0xa00028,2019-10-01T14:18:47,83.97021305
0xa00011tm_,0xa00011,2019-10-01T15:41:30,80.52385391
0xa00022tm_,0xa00022,2019-10-01T22:34:33,82
0xa00015tm_,0xa00015,2019-10-01T06:31:03,80.45931523
0xa00001tm_,0xa00001,2019-10-01T12:14:48,81.45360019
0xa00033tm_,0xa00033,2019-10-01T08:39:06,83.41809203
0xa00028tm_,0xa00028,2019-10-01T12:35:49,82.48088606
0xa00033tm_,0xa00033,2019-10-01T11:17:22,83.83628853
0xa00003tm_,0xa00003,2019-10-01T21:23:23,80.0148766
0xa00007tm_,0xa00007,2019-10-01T09:40:59,78.07322381
0xa00036tm_,0xa00036,2019-10-01T12:21:49,83.9529842
0xa00013tm_,0xa00013,2019-10-01T05:20:57,80.92940407
0xa00032tm_,0xa00032,2019-10-01T01:10:59,84.00978515
0xa00027tm_,0xa00027,2019-10-01T12:01:17,82.25588002
0xa00024tm_,0xa00024,2019-10-01T10:57:36,82.42132026
0xa00026tm_,0xa00026,2019-10-01T20:07:51,82.89262975
0xa00024tm_,0xa00024,2019-10-01T03:36:10,82.62914198
0xa00036tm_,0xa00036,2019-10-01T10:42:01,82.98841434
0xa00028tm_,0xa00028,2019-10-01T08:15:01,83.29228473
0xa00018tm_,0xa00018,2019-10-01T09:05:55,81.5259785
0xa00038tm_,0xa00038,2019-10-01T22:54:27,84.42208142
0xa00009tm_,0xa00009,2019-10-01T06:32:19,79.26837303
0xa00028tm_,0xa00028,2019-10-01T23:14:24,83.81074077
0xa00019tm_,0xa00019,2019-10-01T06:21:54,81.27790425
0xa00010tm_,0xa00010,2019-10-01T06:37:50,81.23005384
0xa00008tm_,0xa00008,2019-10-01T19:57:26,79.14460714
0xa00015tm_,0xa00015,2019-10-01T07:37:26,81.415149
0xa00017tm_,0xa00017,2019-10-01T09:37:29,81.88692094
0xa00024tm_,0xa00024,2019-10-01T16:20:37,82.05622758
0xa00007tm_,0xa00007,2019-10-01T00:22:44,80.72143884
0xa00034tm_,0xa00034,2019-10-01T18:05:21,83.4361975
0xa00021tm_,0xa00021,2019-10-01T03:23:27,82
0xa00012tm_,0xa00012,2019-10-01T01:59:05,81.0597288
0xa00039tm_,0xa00039,2019-10-01T15:50:44,85.02212807
0xa00011tm_,0xa00011,2019-10-01T22:27:06,80.37759379
0xa00034tm_,0xa00034,2019-10-01T01:27:48,83.27445585
0xa00018tm_,0xa00018,2019-10-01T12:46:38,81.83548595
0xa00013tm_,0xa00013,2019-10-01T15:13:17,80.04157782
0xa00012tm_,0xa00012,2019-10-01T23:34:19,80.65659841
0xa00009tm_,0xa00009,2019-10-01T01:01:46,79.22631004
0xa00004tm_,0xa00004,2019-10-01T02:06:02,80.23948022
0xa00038tm_,0xa00038,2019-10-01T20:41:11,85.47348567
0xa00032tm_,0xa00032,2019-10-01T20:46:31,83.8472684
0xa00035tm_,0xa00035,2019-10-01T08:13:09,84.69428166
0xa00030tm_,0xa00030,2019-10-01T20:19:43,83.65816195
0xa00024tm_,0xa00024,2019-10-01T22:42:03,82.29695895
0xa00018tm_,0xa00018,2019-10-01T16:59:46,81.87032332
0xa00005tm_,0xa00005,2019-10-01T23:23:28,78.76012681
0xa00034tm_,0xa00034,2019-10-01T00:30:56,84.87839463
0xa00029tm_,0xa00029,2019-10-01T07:14:22,83.20391314
0xa00016tm_,0xa00016,2019-10-01T05:54:11,81.54887422
0xa00010tm_,0xa00010,2019-10-01T04:21:31,80.43909385
0xa00020tm_,0xa00020,2019-10-01T23:59:31,82
0xa00025tm_,0xa00025,2019-10-01T02:33:44,82.5070324
0xa00013tm_,0xa00013,2019-10-01T00:51:52,80.02571608
0xa00026tm_,0xa00026,2019-10-01T08:29:14,82.558502
0xa00018tm_,0xa00018,2019-10-01T12:45:57,81.27098363
0xa00005tm_,0xa00005,2019-10-01T06:13:18,78.60123614
0xa00005tm_,0xa00005,2019-10-01T02:59:37,81.84255788
0xa00022tm_,0xa00022,2019-10-01T07:28:36,82
0xa00019tm_,0xa00019,2019-10-01T16:34:29,81.28959045
0xa00022tm_,0xa00022,2019-10-01T01:52:22,82
0xa00027tm_,0xa00027,2019-10-01T12:00:10,82.13338344
0xa00007tm_,0xa00007,2019-10-01T18:13:51,79.24883326
0xa00007tm_,0xa00007,2019-10-01T13:13:37,79.00849984
0xa00036tm_,0xa00036,2019-10-01T03:15:23,83.40194135
0xa00027tm_,0xa00027,2019-10-01T16:32:54,82.93869727
0xa00037tm_,0xa00037,2019-10-01T17:51:54,85.57069508
0xa00011tm_,0xa00011,2019-10-01T23:58:53,81.50241701
0xa00005tm_,0xa00005,2019-10-01T16:14:00,79.9480577
0xa00020tm_,0xa00020,2019-10-01T17:42:47,82
0xa00003tm_,0xa00003,2019-10-01T18:43:00,80.00115009
0xa00028tm_,0xa00028,2019-10-01T23:35:13,82.10564759
0xa00021tm_,0xa00021,2019-10-01T02:22:56,82
0xa00022tm_,0xa00022,2019-10-01T23:33:39,82
0xa00026tm_,0xa00026,2019-10-01T04:16:15,82.91264415
0xa00029tm_,0xa00029,2019-10-01T04:06:35,82.97135217
0xa00006tm_,0xa00006,2019-10-01T20:47:35,80.93257985
0xa00004tm_,0xa00004,2019-10-01T17:58:00,81.42282691
0xa00030tm_,0xa00030,2019-10-01T02:25:58,82.54379077
0xa00009tm_,0xa00009,2019-10-01T11:42:56,79.85986198
0xa00029tm_,0xa00029,2019-10-01T06:10:13,83.37930063
0xa00018tm_,0xa00018,2019-10-01T01:01:33,81.99298792
0xa00021tm_,0xa00021,2019-10-01T20:10:09,82
0xa00027tm_,0xa00027,2019-10-01T23:38:22,82.53996331
0xa00007tm_,0xa00007,2019-10-01T07:33:39,80.85774147
0xa00033tm_,0xa00033,2019-10-01T03:55:22,83.62397673
0xa00024tm_,0xa00024,2019-10-01T16:56:28,82.77860862
0xa00015tm_,0xa00015,2019-10-01T09:04:37,81.75414166
0xa00006tm_,0xa00006,2019-10-01T23:21:40,81.54957915
0xa00031tm_,0xa00031,2019-10-01T02:16:46,83.36858359
0xa00035tm_,0xa00035,2019-10-01T11:04:29,84.51908416
0xa00003tm_,0xa00003,2019-10-01T22:47:07,79.82519189
0xa00010tm_,0xa00010,2019-10-01T07:35:17,81.60405378
0xa00017tm_,0xa00017,2019-10-01T17:07:58,81.54179223
0xa00016tm_,0xa00016,2019-10-01T21:59:46,81.89003244
0xa00004tm_,0xa00004,2019-10-01T13:21:35,80.49422421
0xa00024tm_,0xa00024,2019-10-01T15:51:01,82.19759364
0xa00010tm_,0xa00010,2019-10-01T00:41:36,80.25645283
0xa00004tm_,0xa00004,2019-10-01T12:00:37,79.78290704
0xa00009tm_,0xa00009,2019-10-01T16:57:48,79.41422919
0xa00030tm_,0xa00030,2019-10-01T21:17:08,83.50365921
0xa00023tm_,0xa00023,2019-10-01T06:29:43,82
0xa00008tm_,0xa00008,2019-10-01T23:57:31,80.79199332
0xa00005tm_,0xa00005,2019-10-01T01:26:36,78.24432279
0xa00038tm_,0xa00038,2019-10-01T18:45:57,84.90047561
0xa00030tm_,0xa00030,2019-10-01T03:39:38,83.01605385
0xa00013tm_,0xa00013,2019-10-01T02:22:16,80.11182079
0xa00006tm_,0xa00006,2019-10-01T10:56:55,79.4122468
0xa00002tm_,0xa00002,2019-10-01T10:52:23,79.12373764
0xa00013tm_,0xa00013,2019-10-01T06:27:22,81.54738293
0xa00020tm_,0xa00020,2019-10-01T22:51:28,82
0xa00011tm_,0xa00011,2019-10-01T08:50:14,81.3586814
0xa00028tm_,0xa00028,2019-10-01T13:45:54,83.24199445
0xa00016tm_,0xa00016,2019-10-01T23:06:26,81.21484453
0xa00037tm_,0xa00037,2019-10-01T22:39:57,85.18254367
0xa00007tm_,0xa00007,2019-10-01T02:59:27,79.51415967
0xa00019tm_,0xa00019,2019-10-01T14:25:24,81.94593981
0xa00005tm_,0xa00005,2019-10-01T07:46:47,78.45737547
0xa00009tm_,0xa00009,2019-10-01T00:06:34,81.41675572
0xa00028tm_,0xa00028,2019-10-01T23:05:50,82.22831119
0xa00005tm_,0xa00005,2019-10-01T11:58:28,81.91186472
0xa00024tm_,0xa00024,2019-10-01T18:45:00,82.59566504
0xa00030tm_,0xa00030,2019-10-01T19:33:37,83.11844886
0xa00030tm_,0xa00030,2019-10-01T15:26:48,82.84192231
0xa00013tm_,0xa00013,2019-10-01T00:17:36,80.61845413
0xa00039tm_,0xa00039,2019-10-01T11:54:34,83.14164239
0xa00019tm_,0xa00019,2019-10-01T06:33:08,81.35093649
0xa00015tm_,0xa00015,2019-10-01T09:27:38,80.17351942
0xa00009tm_,0xa00009,2019-10-01T18:22:45,80.3972849
0xa00027tm_,0xa00027,2019-10-01T08:29:59,82.36670683
0xa00039tm_,0xa00039,2019-10-01T14:02:04,85.34321589
0xa00006tm_,0xa00006,2019-10-01T01:18:19,80.53044867
0xa00011tm_,0xa00011,2019-10-01T19:08:07,81.23295771
0xa00023tm_,0xa00023,2019-10-01T21:56:06,82
0xa00010tm_,0xa00010,2019-10-01T04:34:12,80.03281771
0xa00021tm_,0xa00021,2019-10-01T09:39:26,82
0xa00035tm_,0xa00035,2019-10-01T23:03:09,83.24502179
0xa00005tm_,0xa00005,2019-10-01T12:50:22,79.44289628
0xa00007tm_,0xa00007,2019-10-01T04:21:25,79.55281488
0xa00032tm_,0xa00032,2019-10-01T16:20:10,84.53865643
0xa00034tm_,0xa00034,2019-10-01T18:49:38,82.57125547
0xa00022tm_,0xa00022,2019-10-01T19:17:24,82
0xa00014tm_,0xa00014,2019-10-01T19:58:03,80.12598535
0xa00011tm_,0xa00011,2019-10-01T15:12:59,81.37283679
0xa00008tm_,0xa00008,2019-10-01T02:50:03,80.99954184
0xa00021tm_,0xa00021,2019-10-01T08:04:43,82
0xa00032tm_,0xa00032,2019-10-01T07:24:55,82.78704298
0xa00028tm_,0xa00028,2019-10-01T23:05:22,82.48240265
0xa00028tm_,0xa00028,2019-10-01T00:19:28,82.05955245
0xa00037tm_,0xa00037,2019-10-01T02:59:15,83.10588122
0xa00012tm_,0xa00012,2019-10-01T04:57:37,81.55143225
0xa00033tm_,0xa00033,2019-10-01T02:47:00,82.68308719
0xa00009tm_,0xa00009,2019-10-01T13:12:13,80.00996271
0xa00022tm_,0xa00022,2019-10-01T15:29:00,82
0xa00012tm_,0xa00012,2019-10-01T00:08:46,81.23492752
0xa00019tm_,0xa00019,2019-10-01T03:10:46,81.51743807
0xa00028tm_,0xa00028,2019-10-01T12:45:30,82.18526788
0xa00007tm_,0xa00007,2019-10-01T20:16:23,80.16437628
0xa00035tm_,0xa00035,2019-10-01T01:38:43,84.32086427
0xa00035tm_,0xa00035,2019-10-01T06:13:57,82.37530854
0xa00038tm_,0xa00038,2019-10-01T05:24:17,84.74183918
0xa00029tm_,0xa00029,2019-10-01T13:50:23,82.82432023
0xa00011tm_,0xa00011,2019-10-01T21:09:29,79.25086375
0xa00008tm_,0xa00008,2019-10-01T02:43:28,80.81435677
0xa00021tm_,0xa00021,2019-10-01T18:53:39,82
0xa00021tm_,0xa00021,2019-10-01T17:15:06,82
0xa00024tm_,0xa00024,2019-10-01T15:35:31,82.86124168
0xa00022tm_,0xa00022,2019-10-01T20:39:18,82
0xa00033tm_,0xa00033,2019-10-01T06:49:12,84.14356629
0xa00028tm_,0xa00028,2019-10-01T17:44:15,82.65200301
0xa00022tm_,0xa00022,2019-10-01T23:06:39,82
0xa00021tm_,0xa00021,2019-10-01T17:18:26,82
0xa00008tm_,0xa00008,2019-10-01T16:46:37,80.504679
0xa00029tm_,0xa00029,2019-10-01T06:12:21,83.23416907
0xa00009tm_,0xa00009,2019-10-01T08:59:08,79.42003542
0xa00037tm_,0xa00037,2019-10-01T20:09:47,82.6756025
0xa00029tm_,0xa00029,2019-10-01T07:19:10,83.94968439
0xa00010tm_,0xa00010,2019-10-01T17:09:34,79.54524822
0xa00008tm_,0xa00008,2019-10-01T17:17:30,81.18656655
0xa00034tm_,0xa00034,2019-10-01T05:36:39,83.64023491
0xa00006tm_,0xa00006,2019-10-01T15:41:26,80.79933477
0xa00016tm_,0xa00016,2019-10-01T02:42:58,81.8498135
0xa00026tm_,0xa00026,2019-10-01T13:56:24,82.30120442
0xa00030tm_,0xa00030,2019-10-01T07:51:07,83.08879918
0xa00021tm_,0xa00021,2019-10-01T10:15:20,82
0xa00018tm_,0xa00018,2019-10-01T02:45:50,81.50132675
0xa00032tm_,0xa00032,2019-10-01T20:18:06,84.20143005
0xa00007tm_,0xa00007,2019-10-01T10:28:39,81.31679126
0xa00013tm_,0xa00013,2019-10-01T06:00:34,81.91200752
0xa00027tm_,0xa00027,2019-10-01T13:11:10,82.15209468
0xa00023tm_,0xa00023,2019-10-01T14:39:38,82
0xa00006tm_,0xa00006,2019-10-01T11:49:09,81.44495678
